number,date,title,length,inKey,tempo,topic,location,instruments,beard,videoID,description,acousticProduced,firsts,comments,press,mood,spotify,itunes,bandcamp,tags
152,6/1/2009,Bandcamp.com Anthem,2:13,F,184,Internet,Los Angeles,"Vocals, Baritone Uke",Shadow,https://www.youtube.com/watch?v=B-KvxhEA6yA,"As it usually goes, when I find something I like, I write a song about it. Bandcamp.com! It's the best. I've been searching far and near for a good, simple, efficient way to distribute my music. And I have finally found it. I've started to upload everything, 12 years worth of material, to www.jonathanmannmusic.com (hosted by Bandcamp). Once I reach the Song A Day project, I'll be making every song available for download. You can download for free, or pay what you can afford...50 cents and higher. Pretty sweet. Check it out!",Produced,,,,Silly,https://open.spotify.com/track/64A4vmVpUOVfF6Rx5OZqU9,https://itunes.apple.com/ph/album/bandcamp-com-anthem/1133048770?i=1133049036,https://jonathanmann.bandcamp.com/track/bandcamp-com-anthem,"Folk, Fun, Nerd, Website, Bandcamp"
153,6/2/2009,Half Drunk Mugs of Tea,2:29,A,107,Life,Los Angeles,"Vocals, Baritone Uke",Shadow,https://www.youtube.com/watch?v=K2pWG8dkWys,A song mostly about LA.,Acoustic,,,,Pensive,https://open.spotify.com/track/5E265yY1RuL1E3Nr5Y5M3L,https://itunes.apple.com/ph/album/half-drunk-mugs-of-tea/1133048770?i=1133049037,https://jonathanmann.bandcamp.com/track/half-drunk-mugs-of-tea,"Folk, Delicate, Wistful, Political, Obama"
154,6/3/2009,Saved By the Bell Again,1:55,C,125,TV,Los Angeles,"Vocals, Synths, Drum Machine",Shadow,https://www.youtube.com/watch?v=LOyW9H60n4Q,"So, Jimmy Fallon has a thing going where he's trying to get the members of Saved by the Bell to reunite on his Late Show. I used to watch this show constantly, just about every day. Honestly, I'm not sure why. But I loved it. And I think it would be great to get the old gang back together on air. It would make me feel all warm and fuzzy and nostalgic. And I LIKE feeling nostalgic. So! Enjoy.",Produced,,,,Chill,https://open.spotify.com/track/5eag7VldkwsgjagrUbHPd5,https://itunes.apple.com/ph/album/saved-by-the-bell-again/1133048770?i=1133049038,https://jonathanmann.bandcamp.com/track/saved-by-the-bell-again,"Electro, Fun, Nerd, TV Show, Saved By The Bell"
155,6/4/2009,Don't Throw My Shoe at Me,3:08,Gb,105,Commission,Los Angeles,"Vocals, Piano",Shadow,https://www.youtube.com/watch?v=r5YKhCp9VM8,"Here's the song request I got: ""Based on a friendly fight my boyfriend and I had yesterday, I would like to request: ""Boyfriend - I love you, but please don't ever throw my shoe at me again"" :) "" Here it is! enjoy! That's my good friend Dylan McKenzie (of Derde Verde myspace.com/derdeverde)",Acoustic,,,,Intense,https://open.spotify.com/track/48dEbOQrJ9NxCtRsYo7VHX,https://itunes.apple.com/ph/album/dont-throw-my-shoe-at-me/1133048770?i=1133049039,https://jonathanmann.bandcamp.com/track/dont-throw-my-shoe-at-me,"Rock, Rough, Catchy, Relationships, Collab, Dylan Mckenzie"
156,6/5/2009,This Here is a Subscribe Drive,3:17,C,85,Song A Day,Los Angeles,"Vocals, Baritone Uke",Clean,https://www.youtube.com/watch?v=9PdVmitdUXU,This here is a subscribe drive!!! Find one other persothat will enjoy my music and get them to subscribe!,Acoustic,,,,Silly,https://open.spotify.com/track/4yhFFR6epprSNygKYGPgoD,https://itunes.apple.com/ph/album/this-here-is-a-subscribe-drive/1133048770?i=1133049040,https://jonathanmann.bandcamp.com/track/this-here-is-a-subscribe-drive,"Folk, Personal, Funny, Plea Frustrated"
157,6/6/2009,Whiskey the Cat (And Other Songs),4:23,D,123,Life,Oakland,"Vocals, Baritone Uke",N/A,https://www.youtube.com/watch?v=0auEaoEbfJ4,"So, this is clearly a bit strange. The show that I was playing tonight was for Helenmae's cat, Whiskey who needs surgery. So naturally, I wrote Whiskey a song. But before I could sing the song, we had to get Helenmae into the room. So we sang her a song. So Ivory went to go look for her, and then we sang an Ivory song. And then, finally, we sang Helenmae a song. The only real problem is that you can't really see me, and someone was playing a tamborine right near the camera, so it's really loud. Anyway! Enjoy! (Oh, and the actual show went really well)",Acoustic,,,,Silly,https://open.spotify.com/track/3twgPjWyofLXfx8GuMm4uU,https://itunes.apple.com/ph/album/whiskey-the-cat-and-other-songs/1133048770?i=1133049041,https://jonathanmann.bandcamp.com/track/whiskey-the-cat-and-other-songs,"Folk, Live, Cats, Group of Strangers"
158,6/7/2009,Living My Life,2:04,G,70,Poetic ,Berkeley,"Vocals, Acoustic Guitar",Clean,https://www.youtube.com/watch?v=DtmgYhxoQAE,Some days you just live your life.,Acoustic,,,,Chill,https://open.spotify.com/track/40I0sBYIN9OTkDETFh5VbQ,https://itunes.apple.com/ph/album/living-my-life/1133048770?i=1133049042,https://jonathanmann.bandcamp.com/track/living-my-life,"Folk, Heavy, Motivational"
159,6/8/2009,Beautiful Way to Live,2:31,A,115,Poetic ,Berkeley,"Vocals, Acoustic Guitar",Clean,https://www.youtube.com/watch?v=GncGEr1I2n8,Lyrics written by Elsa Bailey at www.elsajoy.com!,Produced,,,,Chill,https://open.spotify.com/track/4lFtdyw72u16s5uEyA6Gjw,https://itunes.apple.com/ph/album/beautiful-way-to-live/1133048770?i=1133049043,https://jonathanmann.bandcamp.com/track/beautiful-way-to-live,"Folk, Wistful, Love"
160,6/9/2009,I Wanna Go Where the Wild Things Are,2:32,G,100,Nerd,Berkeley,"Vocals, Acoustic Guitar, Samples, Drum Machine",Shadow,https://www.youtube.com/watch?v=l1gSKUJrZU0,"Spike Jonze is making ""Where The Wild Things Are"", one of my all time favorite childhood books, into a motion picture. I always really identified with Max, as I used to love to boss people around when I was little.",Produced,,,,Happy,https://open.spotify.com/track/4ji8vB6bwsJtvDKo9W744V,https://itunes.apple.com/ph/album/i-wanna-go-where-the-wild-things-are/1133048770?i=1133049044,https://jonathanmann.bandcamp.com/track/i-wanna-go-where-the-wild-things-are,"Folk, Fun, Catchy, Book, Where The Wild Things Are"
161,6/10/2009,Freakonomics,2:33,F,85,Internet,Berkeley,"Vocals, Synths, Drum Machine",Shadow,https://www.youtube.com/watch?v=gtaQQjadPjI,"Stephen Dubner posted a contest on his site, Freakonomics Blog, asking people for song requests. I suppsose it was inevitable that I would choose to do a Freakonomics theme song...",Produced,,,,Chill,https://open.spotify.com/track/5ro9ennmdNNJm1yGWonotx,https://itunes.apple.com/ph/album/freakonomics/1133048770?i=1133049045,https://jonathanmann.bandcamp.com/track/freakonomics,"Electro,Fun, Catchy, Political, Book, Economy, Freakonomics"
162,6/11/2009,Isaac Newton Was a Total Badass,2:40,C,75,Science,Berkeley,"Vocals, Piano, Electric Guitar, Samples, Drum Machine",Shadow,https://www.youtube.com/watch?v=LVHNHPliBoQ,Sir Isaac!,Produced,,,,Intense,https://open.spotify.com/track/6xVCx7RuIdRT4Lhif5fGuz,https://itunes.apple.com/ph/album/isaac-newton-was-a-total-badass/1133048770?i=1133049046,https://jonathanmann.bandcamp.com/track/isaac-newton-was-a-total-badass,"Rock, Fun, Nerd, Anthem, Science, Scientist, Isaac Newton"
163,6/12/2009,Joy and Freedom,2:51,F,210,Poetic ,Berkeley,"Vocals, Synths, Drum Machine",Shadow,https://www.youtube.com/watch?v=_s8qpYYSGes,Joy and Freedom.,Produced,,,,Excited,https://open.spotify.com/track/5EolimyeP1f59SkjQm36Hp,https://itunes.apple.com/ph/album/joy-and-freedom/1133048770?i=1133049047,https://jonathanmann.bandcamp.com/track/joy-and-freedom,"Rock, Catchy, 80s, Hopeful, Fun, Love"
164,6/13/2009,We've Been Cooking All Day,0:50,D,150,Life,Berkeley,"Vocals, Synths, Drum Machine",Shadow,https://www.youtube.com/watch?v=l3j8zAIxvqA,Dinner party cooking time!,Produced,,,,Excited,https://open.spotify.com/track/0FMQsYafBXUYiQMTgWjRbr,https://itunes.apple.com/ph/album/weve-been-cooking-all-day/1133048770?i=1133049048,https://jonathanmann.bandcamp.com/track/weve-been-cooking-all-day,"Electro, Silly, Nerd, Collab, Food, Cooking, Ivory King, Ross Copeland, Alex Copeland, Brad Aldridge, Joey Maxey, Madelyn Covey, Eliza Smith"
165,6/14/2009,I Will Follow You,1:50,C,135,Poetic ,Berkeley,"Vocals, Synths, Drum Machine",N/A,https://www.youtube.com/watch?v=ruiLkgdPvn8,I Will follow you.,Produced,,,,Silly,https://open.spotify.com/track/6qVQrElsCnhwyi0d2Ch1hF,https://itunes.apple.com/ph/album/i-will-follow-you/1133048770?i=1133049049,https://jonathanmann.bandcamp.com/track/i-will-follow-you,"Rock, Fun, Cheesy"
166,6/15/2009,Matthias Jamison-Koenig,1:34,F,104,Commission,Berkeley,"Vocals, Synths, Drum Machine",Shadow,https://www.youtube.com/watch?v=yM1xPZsDNcw,"A song requst from Edie Jamison, Matthias' mom. Here you go!",Produced,,,,Silly,https://open.spotify.com/track/0593zChHD0hH4c4WefaqW9,https://itunes.apple.com/ph/album/matthias-jamison-koenig/1133048770?i=1133049050,https://jonathanmann.bandcamp.com/track/matthias-jamison-koenig,"Rock, Metal,  Delicate, Silly, Graduation"
167,6/16/2009,"Keep Rocking, Iran",2:01,F,139,Politics,Berkeley,"Vocals, Acoustic Guitar, Piano, Samples, Drum Machine",Shadow,https://www.youtube.com/watch?v=74vFgvJqJHE,"Keep rocking, Iran.",Produced,,,,Intense,https://open.spotify.com/track/6cqfAqW8VT5ylRR14EFawP,https://itunes.apple.com/ph/album/keep-rocking-iran/1133048770?i=1133049051,https://jonathanmann.bandcamp.com/track/keep-rocking-iran,"Folk, Hopeful, Wistful, Political, Iran"
168,6/17/2009,I Quit!,1:41,F,120,Commission,Berkeley,"Vocals, Piano, Samples, Drum Machine",Shadow,https://www.youtube.com/watch?v=RqgthhAzrlQ,I got a request from someone who wanted to quit their job in song form! Too good to not do.,Produced,,,,Intense,https://open.spotify.com/track/5ExkneLNkgfwiQ35bzMWPh,https://itunes.apple.com/ph/album/i-quit/1133048770?i=1133049052,https://jonathanmann.bandcamp.com/track/i-quit,"Rock, Angry, Funny, Work"
169,6/18/2009,Vegetables,1:21,C,120,PSA,Berkeley,"Vocals, Synths, Drum Machine",Clean,https://www.youtube.com/watch?v=LPQf64JTUMI,"Vegetables have gotten a bad rap in this country, and I'm here to try to turn that trend around! It's all about how you prepare them. Vegetables are awesome!",Produced,,,,Intense,https://open.spotify.com/track/3XqY5iy6Gh8gxX0GD4WeLT,https://itunes.apple.com/ph/album/vegetables/1133048770?i=1133049053,https://jonathanmann.bandcamp.com/track/vegetables,"Electro, Motivational, Fun, Nerd, Food, Educational, Vegetables"
170,6/19/2009,The Day Kangaroos Didn't Hop,1:31,G,96,Animals,Berkeley,"Vocals, Electric Guitar",Clean,https://www.youtube.com/watch?v=vfe9rwlFgTY,A sad day that will live in infamy!,Acoustic,,,,Chill,https://open.spotify.com/track/5jm2RuBAUNNJqBgkd6SehS,https://itunes.apple.com/ph/album/the-day-kangaroos-didnt-hop/1133048770?i=1133049054,https://jonathanmann.bandcamp.com/track/the-day-kangaroos-didnt-hop,"Folk, Narrative, Silly, Nerd"
171,6/20/2009,What You Think It is,2:31,C,107,Poetic ,Berkeley,"Vocals, Acoustic Guitar, Synths, Drum Machine",Clean,https://www.youtube.com/watch?v=rPUsA7U3n2c,It's different from what you think it is.,Produced,,,,Chill,https://open.spotify.com/track/61BgRnhvUgk43DbOIOVAmj,https://itunes.apple.com/ph/album/what-you-think-it-is/1133048770?i=1133049055,https://jonathanmann.bandcamp.com/track/what-you-think-it-is,"Electro, Dark, Looming, Wistful"
172,6/21/2009,We Don't Change,1:38,F,120,Poetic ,Berkeley,"Vocals, Acoustic Guitar, Synths, Drum Machine",Shadow,https://www.youtube.com/watch?v=zw8YWXMyUjw,"Continuing with the auto-tune electropop folk thing I have going, I present this song! I was turning forty yesterday and I was turning twenty",Produced,,,,Sad,https://open.spotify.com/track/1vFzexvybKeKdirzyZdXuP,https://itunes.apple.com/ph/album/we-dont-change/1133048770?i=1133049056,https://jonathanmann.bandcamp.com/track/we-dont-change,"Electro, Distortion, Wistful"
173,6/22/2009,There's So Much to Know,3:33,G,69,Poetic ,Berkeley,"Vocals, Acoustic Guitar",Shadow,https://www.youtube.com/watch?v=wO3RaI7wY9c,No auto-tuning!,Acoustic,,,,Chill,https://open.spotify.com/track/3aS4WZhGH9ES8nZWwN6U3N,https://itunes.apple.com/ph/album/theres-so-much-to-know/1133048770?i=1133049057,https://jonathanmann.bandcamp.com/track/theres-so-much-to-know,"Folk, Wistful"
174,6/23/2009,The Rose of Hillside,3:10,C#m,95,Poetic ,Berkeley,"Vocals, Acoustic Guitar",Shadow,https://www.youtube.com/watch?v=XOMp-GJiLpA,A story of the farmer and his wife. go said the farmer to his wife in december go and fetch the rose that grows in Hillside no said his wife as she straightened his blanket and so that night the farmer died the very next day she set out a walkin' clutching close to her breast the Rose of Hillside so though the frigid day was a knife cutting through her deep down she was warm inside far above the farmer's wife an eagle was flying deep in the brush there were eyes blinking wide she felt as though the forest were leaning down on her all bending towards the Rose of Hillside there is a town not far from here called alpha omega where the buildings are as tall as the streets are wide the farmer's wife came through and the whole town was empty the people there know about the Rose of Hillside all of this i watched with great anticipation that a lifetime of sorrow would soon subside for standing on my porch the farmer's wife a hand of giving and in the middle of her palm the rose of hillside,Produced,,,,Sad,https://open.spotify.com/track/66iqJEsncAahdq6XoGLMe4,https://itunes.apple.com/ph/album/the-rose-of-hillside/1133048770?i=1133049058,https://jonathanmann.bandcamp.com/track/the-rose-of-hillside,"Folk, Dark, Narrative"
175,6/24/2009,You Stole My Money,1:27,Gm,85,Life,Berkeley,"Vocals, Synths, Drum Machine",Shadow,https://www.youtube.com/watch?v=P15kjB-n6QI,"Ugh! I left my card in an ATM by accident and some JERK took it out and instead of RETURNING IT like any decent human being they USED it to buy $600 worth of stuff. So, Mr or Ms. Jerk, this song is for you.",Produced,,,,Angry,https://open.spotify.com/track/1kbzJ4QMyze60QZ0l6dHHq,https://itunes.apple.com/ph/album/you-stole-my-money/1133048770?i=1133049059,https://jonathanmann.bandcamp.com/track/you-stole-my-money,"Rock, Dark, Scary, Frustrated, Theft"
176,6/25/2009,"Happy Birthday, Adrian",1:28,D,87,Life,Berkeley,"Vocals, Baritone Uke",Shadow,https://www.youtube.com/watch?v=iQfC0XGc1Yg,"Yes! It's true! We're playing a series of free shows at the Uptown in Oakland, CA, every Tuesday for the next month! June 30th, July 7th, 14th and 28th! Please come! And...HAPPY BIRTHDAY ADRIAN!",Produced,,,,Happy,https://open.spotify.com/track/52Sd745bqPm2q75Z8wLlc0,https://itunes.apple.com/ph/album/happy-birthday-adrian/1133048770?i=1133049060,https://jonathanmann.bandcamp.com/track/happy-birthday-adrian,"Folk, Birthday, Friend, The Rock Cookie Bottoms"
177,6/26/2009,I Used to Worship Michael Jackson,2:58,E,100,Nerd,Berkeley,"Vocals, Acoustic Guitar",N/A,https://www.youtube.com/watch?v=rK7U_iNvH18,"A childhood hero dies, and I'm left with these memories. (It should be fairly obvious, but yes, that's me dancing at age 7.)",Produced,,,,Pensive,https://open.spotify.com/track/4ymZvusvDcR6gN4zgTtzrY,https://itunes.apple.com/ph/album/i-used-to-worship-michael-jackson/1133048770?i=1133049061,https://jonathanmann.bandcamp.com/track/i-used-to-worship-michael-jackson,"Folk, Delicate, Wistful, Famous Person, Michael Jackson"
178,6/27/2009,The King Has a Bottom,2:27,Dm,92,Poetic ,Berkeley,"Vocals, Electric Guitar",Shadow,https://www.youtube.com/watch?v=eSIb-scnlwM,A parable. rfirst we'll go by night then when coast is clear,Produced,,,,Intense,https://open.spotify.com/track/3L1YNJGAn6Xg0f2odbDV0u,https://itunes.apple.com/ph/album/the-king-has-a-bottom/1133048770?i=1133049062,https://jonathanmann.bandcamp.com/track/the-king-has-a-bottom,"Folk, Dark, Distortion, Narrative"
179,6/28/2009,Words Stuck,2:30,Bb,85,Poetic ,Berkeley,"Vocals, Electric Guitar",Shadow,https://www.youtube.com/watch?v=o6TRmdmIRGQ,"Another parable, sort of. wandering down a road",Produced,,,,Pensive,https://open.spotify.com/track/5qTFWyvZ4YD5ES983XD4kP,https://itunes.apple.com/ph/album/words-stuck/1133048770?i=1133049063,https://jonathanmann.bandcamp.com/track/words-stuck,"Folk, Distortion, Wistful"
180,6/29/2009,"Down, Down, Down",1:48,F#,108,Poetic ,Berkeley,"Vocals, Electric Guitar",N/A,https://www.youtube.com/watch?v=-KVb0uWXuDk,Which way am I going?,Produced,,,,Pensive,https://open.spotify.com/track/70yBa2OG8dzaDf0pinZYRw,https://itunes.apple.com/ph/album/down-down-down/1133048770?i=1133049064,https://jonathanmann.bandcamp.com/track/down-down-down,"Folk, Distortion, Wistful, Love"
181,6/30/2009,Take Medium Steps,1:45,F#,84,Poetic ,Berkeley,"Vocals, Electric Guitar",Clean,https://www.youtube.com/watch?v=igChYNFQHNE,A bit of advice.,Produced,,,,Pensive,https://open.spotify.com/track/2noC80r4Kiy5dGYhgvJHS6,https://itunes.apple.com/ph/album/take-medium-steps/1133048770?i=1133049065,https://jonathanmann.bandcamp.com/track/take-medium-steps,"Folk, Delicate, Motivational, Frustrated"
182,7/1/2009,We'll All Be Fools,2:28,G#,100,Poetic ,Berkeley,"Vocals, Electric Guitar",Clean,https://www.youtube.com/watch?v=pHISoIixUPk,"We played the first show of our residency yesterday, and that's where the footage comes from...unfortunately, the sound didn't come out at all, so you'll have to wait another week to see footage of us playing! But it went really, really well! Good turnout, lots of dancing, we had a blast!",Produced,,,,Pensive,https://open.spotify.com/track/2qYwhtmfgayRb5bWJAiswt,https://itunes.apple.com/ph/album/well-all-be-fools/1133055443?i=1133055463,https://jonathanmann.bandcamp.com/track/well-all-be-fools,"Folk, Distortion, Wistful, Love"
183,7/2/2009,Steve Rouse Song,2:11,Dm,200,Commission,Berkeley,"Vocals, Electric Guitar",Shadow,https://www.youtube.com/watch?v=SBXkvQ350xU,Song request from the folks at WBAL in Baltimore!,Produced,,,,Silly,https://open.spotify.com/track/0JI8TvF1XnVBSALcIyOkYi,https://itunes.apple.com/ph/album/steve-rouse-song/1133055443?i=1133055464,https://jonathanmann.bandcamp.com/track/steve-rouse-song,"Country, Dark, Famous Person, Radio, Steve Rouse"
184,7/3/2009,The Book of the New Sun,3:58,C#,91,Nerd,Berkeley,"Vocals, Electric Guitar",Shadow,https://www.youtube.com/watch?v=80JrlYzUJqY,"I just finished reading a really excellent series called ""The Book of The New Sun"" by Gene Wolfe. You should read it.",Produced,,,,Intense,https://open.spotify.com/track/3ZxTMjilqi4LBseMSCMON0,https://itunes.apple.com/ph/album/the-book-of-the-new-sun/1133055443?i=1133055465,https://jonathanmann.bandcamp.com/track/the-book-of-the-new-sun,"Folk, Distortion, Dark, Rough, Book, The Book of The New Sun"
